Site,Date,SC,Temp_C
Cut deep,6/5/20 14:22,13.1,2.9
Cut deep,6/5/20 14:25,13.1,2.9
Cut deep,6/5/20 14:28,13.1,2.9
Cut deep,6/5/20 14:31,13.1,2.9
Cut deep,6/5/20 14:34,13.1,2.9
Cut deep,6/5/20 14:37,13.1,2.9
Cut deep,6/5/20 14:40,13.2,2.9
Cut deep,6/5/20 14:43,13.1,2.9
Cut deep,6/5/20 14:46,13.1,2.9
Cut deep,6/5/20 14:49,13.1,2.9
Cut deep,6/5/20 14:52,13.2,2.9
Cut deep,6/5/20 14:55,13.1,2.9
Cut deep,6/5/20 14:58,13.2,2.9
Cut deep,6/5/20 15:01,13.1,2.9
Cut deep,6/5/20 15:04,13.2,2.9
Cut deep,6/5/20 15:07,13.1,2.9
Cut deep,6/5/20 15:10,13.2,2.9
Cut deep,6/5/20 15:13,13.1,2.9
Cut deep,6/5/20 15:16,13.2,2.9
Cut deep,6/5/20 15:19,13.1,2.9
Cut deep,6/5/20 15:22,13.1,2.9
Cut deep,6/5/20 15:25,13.1,2.9
Cut deep,6/5/20 15:28,13.1,2.9
Cut deep,6/5/20 15:31,13.1,2.9
Cut deep,6/5/20 15:34,13.1,2.9
Cut deep,6/5/20 15:37,13.1,2.9
Cut deep,6/5/20 15:40,13.2,2.9
Cut deep,6/5/20 15:43,13.2,2.9
Cut deep,6/5/20 15:46,13.1,2.9
Cut deep,6/5/20 15:49,13.1,2.9
Cut deep,6/5/20 15:52,13.2,2.9
Cut deep,6/5/20 15:55,13.3,2.9
Cut deep,6/5/20 15:58,13.2,2.9
Cut deep,6/5/20 16:01,13.2,2.9
Cut deep,6/5/20 16:04,13.2,2.9
Cut deep,6/5/20 16:07,13.1,2.9
Cut deep,6/5/20 16:10,13.2,2.9
Cut deep,6/5/20 16:13,13.1,2.9
Cut deep,6/5/20 16:16,13.1,2.9
Cut deep,6/5/20 16:19,13.2,2.9
Cut deep,6/5/20 16:22,13.2,2.9
Cut deep,6/5/20 16:25,13.2,2.9
Cut deep,6/5/20 16:28,13.2,2.9
Cut deep,6/5/20 16:31,13.2,2.9
Cut deep,6/5/20 16:34,13.2,2.9
Cut deep,6/5/20 16:37,13.2,2.9
Cut deep,6/5/20 16:40,13.2,2.9
Cut deep,6/5/20 16:43,13.2,2.9
Cut deep,6/5/20 16:46,13.2,2.9
Cut deep,6/5/20 16:49,13.2,2.9
Cut deep,6/5/20 16:52,13.2,2.9
Cut deep,6/5/20 16:55,13.2,2.9
Cut deep,6/5/20 16:58,13.2,2.9
Cut deep,6/5/20 17:01,13.2,2.9
Cut deep,6/5/20 17:04,13.2,2.9
Cut deep,6/5/20 17:07,13.1,2.9
Cut deep,6/5/20 17:10,13.2,2.9
Cut deep,6/5/20 17:13,13.2,2.9
Cut deep,6/5/20 17:16,13.2,2.9
Cut deep,6/5/20 17:19,13.1,2.9
Cut deep,6/5/20 17:22,13.2,2.9
Cut deep,6/5/20 17:25,13.2,2.9
Cut deep,6/5/20 17:28,13.2,2.9
Cut deep,6/5/20 17:31,13.2,2.9
Cut deep,6/5/20 17:34,13.2,2.9
Cut deep,6/5/20 17:37,13.3,2.9
Cut deep,6/5/20 17:40,13.2,2.9
Cut deep,6/5/20 17:43,13.2,2.9
Cut deep,6/5/20 17:46,13.1,2.9
Cut deep,6/5/20 17:49,13.2,2.9
Cut deep,6/5/20 17:52,13.2,2.9
Cut deep,6/5/20 17:55,13.3,2.9
Cut deep,6/5/20 17:58,13.2,2.9
Cut deep,6/5/20 18:01,13.3,2.9
Cut deep,6/5/20 18:04,13.3,2.9
Cut deep,6/5/20 18:07,13.2,2.9
Cut deep,6/5/20 18:10,13.2,2.9
Cut deep,6/5/20 18:13,13.2,2.9
Cut deep,6/5/20 18:16,13.3,2.9
Cut deep,6/5/20 18:19,13.3,2.9
Cut deep,6/5/20 18:22,13.2,2.9
Cut deep,6/5/20 18:25,13.2,2.9
Cut deep,6/5/20 18:28,13.3,2.9
Cut deep,6/5/20 18:31,13.2,2.9
Cut deep,6/5/20 18:34,13.3,2.9
Cut deep,6/5/20 18:37,13.2,2.9
Cut deep,6/5/20 18:40,13.2,2.9
Cut deep,6/5/20 18:43,13.3,2.9
Cut deep,6/5/20 18:46,13.2,2.9
Cut deep,6/5/20 18:49,13.2,2.9
Cut deep,6/5/20 18:52,13.3,2.9
Cut deep,6/5/20 18:55,13.2,2.9
Cut deep,6/5/20 18:58,13.3,2.9
Cut deep,6/5/20 19:01,13.3,2.9
Cut deep,6/5/20 19:04,13.2,2.9
Cut deep,6/5/20 19:07,13.2,2.9
Cut deep,6/5/20 19:10,13.3,2.9
Cut deep,6/5/20 19:13,13.3,2.9
Cut deep,6/5/20 19:16,13.4,2.9
Cut deep,6/5/20 19:19,13.4,2.9
Cut deep,6/5/20 19:22,13.3,2.9
Cut deep,6/5/20 19:25,13.4,2.9
Cut deep,6/5/20 19:28,13.3,2.9
Cut deep,6/5/20 19:31,13.3,2.9
Cut deep,6/5/20 19:34,13.4,2.9
Cut deep,6/5/20 19:37,13.3,2.9
Cut deep,6/5/20 19:40,13.2,2.9
Cut deep,6/5/20 19:43,13.2,2.9
Cut deep,6/5/20 19:46,13.3,2.9
Cut deep,6/5/20 19:49,13.3,2.9
Cut deep,6/5/20 19:52,13.3,2.9
Cut deep,6/5/20 19:55,13.3,2.9
Cut deep,6/5/20 19:58,13.3,2.9
Cut deep,6/5/20 20:01,13.4,2.9
Cut deep,6/5/20 20:04,13.3,2.9
Cut deep,6/5/20 20:07,13.4,2.9
Cut deep,6/5/20 20:10,13.2,2.9
Cut deep,6/5/20 20:13,13.2,2.9
Cut deep,6/5/20 20:16,13.3,2.9
Cut deep,6/5/20 20:19,13.4,2.9
Cut deep,6/5/20 20:22,13.4,2.9
Cut deep,6/5/20 20:25,13.3,2.9
Cut deep,6/5/20 20:28,13.3,2.9
Cut deep,6/5/20 20:31,13.4,2.9
Cut deep,6/5/20 20:34,13.3,2.9
Cut deep,6/5/20 20:37,13.4,2.9
Cut deep,6/5/20 20:40,13.3,2.9
Cut deep,6/5/20 20:43,13.4,2.9
Cut deep,6/5/20 20:46,13.4,2.9
Cut deep,6/5/20 20:49,13.4,2.9
Cut deep,6/5/20 20:52,13.3,2.9
Cut deep,6/5/20 20:55,13.3,2.9
Cut deep,6/5/20 20:58,13.2,2.9
Cut deep,6/5/20 21:01,13.4,2.9
Cut deep,6/5/20 21:04,13.3,2.9
Cut deep,6/5/20 21:07,13.4,2.9
Cut deep,6/5/20 21:10,13.2,2.9
Cut deep,6/5/20 21:13,13.4,2.9
Cut deep,6/5/20 21:16,13.3,2.9
Cut deep,6/5/20 21:19,13.4,2.9
Cut deep,6/5/20 21:22,13.3,2.9
Cut deep,6/5/20 21:25,13.4,2.9
Cut deep,6/5/20 21:28,13.3,2.9
Cut deep,6/5/20 21:31,13.4,2.9
Cut deep,6/5/20 21:34,13.2,2.9
Cut deep,6/5/20 21:37,13.4,2.9
Cut deep,6/5/20 21:40,13.3,2.9
Cut deep,6/5/20 21:43,13.4,2.9
Cut deep,6/5/20 21:46,13.4,2.9
Cut deep,6/5/20 21:49,13.4,2.9
Cut deep,6/5/20 21:52,13.3,2.9
Cut deep,6/5/20 21:55,13.3,2.9
Cut deep,6/5/20 21:58,13.4,2.9
Cut deep,6/5/20 22:01,13.3,2.9
Cut deep,6/5/20 22:04,13.3,2.9
Cut deep,6/5/20 22:07,13.4,2.9
Cut deep,6/5/20 22:10,13.4,2.9
Cut deep,6/5/20 22:13,13.2,2.9
Cut deep,6/5/20 22:16,13.2,2.9
Cut deep,6/5/20 22:19,13.3,2.9
Cut deep,6/5/20 22:22,13.4,2.9
Cut deep,6/5/20 22:25,13.2,2.9
Cut deep,6/5/20 22:28,13.3,2.9
Cut deep,6/5/20 22:31,13.4,2.9
Cut deep,6/5/20 22:34,13.2,2.9
Cut deep,6/5/20 22:37,13.3,2.9
Cut deep,6/5/20 22:40,13.3,2.9
Cut deep,6/5/20 22:43,13.2,2.9
Cut deep,6/5/20 22:46,13.2,2.9
Cut deep,6/5/20 22:49,13.4,2.9
Cut deep,6/5/20 22:52,13.2,2.9
Cut deep,6/5/20 22:55,13.3,2.9
Cut deep,6/5/20 22:58,13.4,2.9
Cut deep,6/5/20 23:01,13.3,2.9
Cut deep,6/5/20 23:04,13.3,2.9
Cut deep,6/5/20 23:07,13.3,2.9
Cut deep,6/5/20 23:10,13.3,2.9
Cut deep,6/5/20 23:13,13.3,2.9
Cut deep,6/5/20 23:16,13.3,2.9
Cut deep,6/5/20 23:19,13.2,2.9
Cut deep,6/5/20 23:22,13.3,2.9
Cut deep,6/5/20 23:25,13.3,2.9
Cut deep,6/5/20 23:28,13.3,2.9
Cut deep,6/5/20 23:31,13.3,2.9
Cut deep,6/5/20 23:34,13.3,2.9
Cut deep,6/5/20 23:37,13.3,2.9
Cut deep,6/5/20 23:40,13.3,2.9
Cut deep,6/5/20 23:43,13.4,2.9
Cut deep,6/5/20 23:46,13.4,2.9
Cut deep,6/5/20 23:49,13.2,2.9
Cut deep,6/5/20 23:52,13.3,2.9
Cut deep,6/5/20 23:55,13.3,2.9
Cut deep,6/5/20 23:58,13.2,2.9
Cut deep,6/6/20 0:01,13.4,2.9
Cut deep,6/6/20 0:04,13.3,2.9
Cut deep,6/6/20 0:07,13.3,2.9
Cut deep,6/6/20 0:10,13.4,2.9
Cut deep,6/6/20 0:13,13.2,2.9
Cut deep,6/6/20 0:16,13.3,2.9
Cut deep,6/6/20 0:19,13.2,2.9
Cut deep,6/6/20 0:22,13.2,2.9
Cut deep,6/6/20 0:25,13.3,2.9
Cut deep,6/6/20 0:28,13.2,2.9
Cut deep,6/6/20 0:31,13.2,2.9
Cut deep,6/6/20 0:34,13.4,2.9
Cut deep,6/6/20 0:37,13.2,2.9
Cut deep,6/6/20 0:40,13.3,2.9
Cut deep,6/6/20 0:43,13.4,2.9
Cut deep,6/6/20 0:46,13.2,2.9
Cut deep,6/6/20 0:49,13.2,2.9
Cut deep,6/6/20 0:52,13.2,2.9
Cut deep,6/6/20 0:55,13.3,2.9
Cut deep,6/6/20 0:58,13.2,2.9
Cut deep,6/6/20 1:01,13.2,2.9
Cut deep,6/6/20 1:04,13.2,2.9
Cut deep,6/6/20 1:07,13.3,2.9
Cut deep,6/6/20 1:10,13.3,2.9
Cut deep,6/6/20 1:13,13.4,2.9
Cut deep,6/6/20 1:16,13.3,2.9
Cut deep,6/6/20 1:19,13.3,2.9
Cut deep,6/6/20 1:22,13.2,2.9
Cut deep,6/6/20 1:25,13.3,2.9
Cut deep,6/6/20 1:28,13.3,2.9
Cut deep,6/6/20 1:31,13.3,2.9
Cut deep,6/6/20 1:34,13.3,2.9
Cut deep,6/6/20 1:37,13.3,2.9
Cut deep,6/6/20 1:40,13.2,2.9
Cut deep,6/6/20 1:43,13.2,2.9
Cut deep,6/6/20 1:46,13.4,2.9
Cut deep,6/6/20 1:49,13.3,2.9
Cut deep,6/6/20 1:52,13.3,2.9
Cut deep,6/6/20 1:55,13.3,2.9
Cut deep,6/6/20 1:58,13.2,2.9
Cut deep,6/6/20 2:01,13.2,2.9
Cut deep,6/6/20 2:04,13.3,2.9
Cut deep,6/6/20 2:07,13.2,2.9
Cut deep,6/6/20 2:10,13.2,2.9
Cut deep,6/6/20 2:13,13.2,2.9
Cut deep,6/6/20 2:16,13.3,2.9
Cut deep,6/6/20 2:19,13.2,2.9
Cut deep,6/6/20 2:22,13.3,2.9
Cut deep,6/6/20 2:25,13.2,2.9
Cut deep,6/6/20 2:28,13.3,2.9
Cut deep,6/6/20 2:31,13.3,2.9
Cut deep,6/6/20 2:34,13.2,2.9
Cut deep,6/6/20 2:37,13.2,2.9
Cut deep,6/6/20 2:40,13.3,2.9
Cut deep,6/6/20 2:43,13.2,2.9
Cut deep,6/6/20 2:46,13.2,2.9
Cut deep,6/6/20 2:49,13.3,2.9
Cut deep,6/6/20 2:52,13.4,2.9
Cut deep,6/6/20 2:55,13.3,2.9
Cut deep,6/6/20 2:58,13.2,2.9
Cut deep,6/6/20 3:01,13.3,2.9
Cut deep,6/6/20 3:04,13.2,2.9
Cut deep,6/6/20 3:07,13.2,2.9
Cut deep,6/6/20 3:10,13.2,2.9
Cut deep,6/6/20 3:13,13.2,2.9
Cut deep,6/6/20 3:16,13.3,2.9
Cut deep,6/6/20 3:19,13.2,2.9
Cut deep,6/6/20 3:22,13.3,2.9
Cut deep,6/6/20 3:25,13.2,2.9
Cut deep,6/6/20 3:28,13.2,2.9
Cut deep,6/6/20 3:31,13.2,2.9
Cut deep,6/6/20 3:34,13.2,2.9
Cut deep,6/6/20 3:37,13.2,2.9
Cut deep,6/6/20 3:40,13.2,2.9
Cut deep,6/6/20 3:43,13.2,2.9
Cut deep,6/6/20 3:46,13.2,2.9
Cut deep,6/6/20 3:49,13.2,2.9
Cut deep,6/6/20 3:52,13.2,2.9
Cut deep,6/6/20 3:55,13.3,2.9
Cut deep,6/6/20 3:58,13.2,2.9
Cut deep,6/6/20 4:01,13.2,2.9
Cut deep,6/6/20 4:04,13.2,2.9
Cut deep,6/6/20 4:07,13.2,2.9
Cut deep,6/6/20 4:10,13.2,2.9
Cut deep,6/6/20 4:13,13.2,2.9
Cut deep,6/6/20 4:16,13.3,2.9
Cut deep,6/6/20 4:19,13.2,2.9
Cut deep,6/6/20 4:22,13.3,2.9
Cut deep,6/6/20 4:25,13.1,2.9
Cut deep,6/6/20 4:28,13.2,2.9
Cut deep,6/6/20 4:31,13.2,2.9
Cut deep,6/6/20 4:34,13.2,2.9
Cut deep,6/6/20 4:37,13.2,2.9
Cut deep,6/6/20 4:40,13.2,2.9
Cut deep,6/6/20 4:43,13.2,2.9
Cut deep,6/6/20 4:46,13.2,2.9
Cut deep,6/6/20 4:49,13.2,2.9
Cut deep,6/6/20 4:52,13.2,2.9
Cut deep,6/6/20 4:55,13.3,2.9
Cut deep,6/6/20 4:58,13.2,2.9
Cut deep,6/6/20 5:01,13.2,2.9
Cut deep,6/6/20 5:04,13.2,2.9
Cut deep,6/6/20 5:07,13.2,2.9
Cut deep,6/6/20 5:10,13.3,2.9
Cut deep,6/6/20 5:13,13.2,2.9
Cut deep,6/6/20 5:16,13.2,2.9
Cut deep,6/6/20 5:19,13.2,2.9
Cut deep,6/6/20 5:22,13.2,2.9
Cut deep,6/6/20 5:25,13.2,2.9
Cut deep,6/6/20 5:28,13.2,2.9
Cut deep,6/6/20 5:31,13.2,2.9
Cut deep,6/6/20 5:34,13.4,2.9
Cut deep,6/6/20 5:37,13.2,2.9
Cut deep,6/6/20 5:40,13.4,2.9
Cut deep,6/6/20 5:43,13.2,2.9
Cut deep,6/6/20 5:46,13.3,2.9
Cut deep,6/6/20 5:49,13.2,2.9
Cut deep,6/6/20 5:52,13.2,2.9
Cut deep,6/6/20 5:55,13.2,2.9
Cut deep,6/6/20 5:58,13.2,2.9
Cut deep,6/6/20 6:01,13.3,2.9
Cut deep,6/6/20 6:04,13.2,2.9
Cut deep,6/6/20 6:07,13.3,2.9
Cut deep,6/6/20 6:10,13.2,2.9
Cut deep,6/6/20 6:13,13.2,2.9
Cut deep,6/6/20 6:16,13.2,2.9
Cut deep,6/6/20 6:19,13.2,2.9
Cut deep,6/6/20 6:22,13.2,2.9
Cut deep,6/6/20 6:25,13.2,2.9
Cut deep,6/6/20 6:28,13.2,2.9
Cut deep,6/6/20 6:31,13.3,2.9
Cut deep,6/6/20 6:34,13.3,2.9
Cut deep,6/6/20 6:37,13.2,2.9
Cut deep,6/6/20 6:40,13.3,2.9
Cut deep,6/6/20 6:43,13.2,2.9
Cut deep,6/6/20 6:46,13.3,2.9
Cut deep,6/6/20 6:49,13.2,2.9
Cut deep,6/6/20 6:52,13.3,2.9
Cut deep,6/6/20 6:55,13.3,2.9
Cut deep,6/6/20 6:58,13.2,2.9
Cut deep,6/6/20 7:01,13.2,2.9
Cut deep,6/6/20 7:04,13.2,2.9
Cut deep,6/6/20 7:07,13.2,2.9
Cut deep,6/6/20 7:10,13.2,2.9
Cut deep,6/6/20 7:13,13.2,2.9
Cut deep,6/6/20 7:16,13.3,2.9
Cut deep,6/6/20 7:19,13.3,2.9
Cut deep,6/6/20 7:22,13.3,2.9
Cut deep,6/6/20 7:25,13.2,2.9
Cut deep,6/6/20 7:28,13.2,2.9
Cut deep,6/6/20 7:31,13.1,2.8
Cut deep,6/6/20 7:34,13.3,2.9
Cut deep,6/6/20 7:37,13.2,2.9
Cut deep,6/6/20 7:40,13.3,2.9
Cut deep,6/6/20 7:43,13.2,2.9
Cut deep,6/6/20 7:46,13.2,2.8
Cut deep,6/6/20 7:49,13.2,2.9
Cut deep,6/6/20 7:52,13.3,2.9
Cut deep,6/6/20 7:55,13.3,2.9
Cut deep,6/6/20 7:58,13.3,2.9
Cut deep,6/6/20 8:01,13.2,2.9
Cut deep,6/6/20 8:04,13.3,2.9
Cut deep,6/6/20 8:07,13.2,2.9
Cut deep,6/6/20 8:10,13.2,2.9
Cut deep,6/6/20 8:13,13.3,2.9
Cut deep,6/6/20 8:16,13.2,2.8
Cut deep,6/6/20 8:19,13.3,2.9
Cut deep,6/6/20 8:22,13.2,2.9
Cut deep,6/6/20 8:25,13.3,2.9
Cut deep,6/6/20 8:28,13.2,2.9
Cut deep,6/6/20 8:31,13.3,2.9
Cut deep,6/6/20 8:34,13.3,2.9
Cut deep,6/6/20 8:37,13.3,2.8
Cut deep,6/6/20 8:40,13.3,2.8
Cut deep,6/6/20 8:43,13.2,2.9
Cut deep,6/6/20 8:46,13.3,2.9
Cut deep,6/6/20 8:49,13.3,2.9
Cut deep,6/6/20 8:52,13.3,2.9
Cut deep,6/6/20 8:55,13.4,2.9
Cut deep,6/6/20 8:58,13.3,2.9
Cut deep,6/6/20 9:01,13.3,2.8
Cut deep,6/6/20 9:04,13.2,2.9
Cut deep,6/6/20 9:07,13.3,2.9
Cut deep,6/6/20 9:10,13.2,2.9
Cut deep,6/6/20 9:13,13.3,2.9
Cut deep,6/6/20 9:16,13.3,2.9
Cut deep,6/6/20 9:19,13.4,2.9
Cut deep,6/6/20 9:22,13.3,2.9
Cut deep,6/6/20 9:25,13.3,2.9
Cut deep,6/6/20 9:28,13.2,2.8
Cut deep,6/6/20 9:31,13.4,2.8
Cut deep,6/6/20 9:34,13.2,2.9
Cut deep,6/6/20 9:37,13.2,2.9
Cut deep,6/6/20 9:40,13.2,2.9
Cut deep,6/6/20 9:43,13.3,2.9
Cut deep,6/6/20 9:46,13.3,2.9
Cut deep,6/6/20 9:49,13.2,2.9
Cut deep,6/6/20 9:52,13.2,2.9
Cut deep,6/6/20 9:55,13.3,2.9
Cut deep,6/6/20 9:58,13.3,2.9
Cut deep,6/6/20 10:01,13.3,2.9
Cut deep,6/6/20 10:04,13.3,2.9
Cut deep,6/6/20 10:07,13.4,2.9
Cut deep,6/6/20 10:10,13.3,2.9
Cut deep,6/6/20 10:13,13.4,2.9
Cut deep,6/6/20 10:16,13.3,2.9
Cut deep,6/6/20 10:19,13.4,2.9
Cut deep,6/6/20 10:22,13.3,2.9
Cut deep,6/6/20 10:25,13.4,2.9
Cut deep,6/6/20 10:28,13.4,2.9
Cut deep,6/6/20 10:31,13.2,2.9
Cut deep,6/6/20 10:34,13.4,2.9
Cut deep,6/6/20 10:37,13.3,2.9
Cut deep,6/6/20 10:40,13.4,2.9
Cut deep,6/6/20 10:43,13.4,2.9
Cut deep,6/6/20 10:46,13.3,2.9
Cut deep,6/6/20 10:49,13.4,2.9
Cut deep,6/6/20 10:52,13.3,2.9
Cut deep,6/6/20 10:55,13.3,2.9
Cut deep,6/6/20 10:58,13.4,2.9
Cut deep,6/6/20 11:01,13.3,2.9
Cut deep,6/6/20 11:04,13.4,2.9
Cut deep,6/6/20 11:07,13.3,2.9
Cut deep,6/6/20 11:10,13.4,2.9
Cut deep,6/6/20 11:13,13.4,2.9
Cut deep,6/6/20 11:16,13.4,2.9
Cut deep,6/6/20 11:19,13.4,2.9
Cut deep,6/6/20 11:22,13.4,2.9
Cut deep,6/6/20 11:25,13.4,2.9
Cut deep,6/6/20 11:28,13.4,2.9
Cut deep,6/6/20 11:31,13.3,2.9
Cut deep,6/6/20 11:34,13.4,2.9
Cut deep,6/6/20 11:37,13.3,2.9
Cut deep,6/6/20 11:40,13.4,2.9
Cut deep,6/6/20 11:43,13.3,2.9
Cut deep,6/6/20 11:46,13.3,2.9
Cut deep,6/6/20 11:49,13.4,2.9
Cut deep,6/6/20 11:52,13.2,2.9
Cut deep,6/6/20 11:55,13.4,2.9
Cut deep,6/6/20 11:58,13.2,2.9
Cut deep,6/6/20 12:01,13.4,2.9
Cut deep,6/6/20 12:04,13.4,2.9
Cut deep,6/6/20 12:07,13.4,2.9
Cut deep,6/6/20 12:10,13.4,2.9
Cut deep,6/6/20 12:13,13.4,2.9
Cut deep,6/6/20 12:16,13.4,2.9
Cut deep,6/6/20 12:19,13.4,2.9
Cut deep,6/6/20 12:22,13.4,2.9
Cut deep,6/6/20 12:25,13.4,2.9
Cut deep,6/6/20 12:28,13.4,2.9
Cut deep,6/6/20 12:31,13.4,2.9
Cut deep,6/6/20 12:34,13.3,2.9
Cut deep,6/6/20 12:37,13.4,2.9
Cut deep,6/6/20 12:40,13.4,2.9
Cut deep,6/6/20 12:43,13.4,2.9
Cut deep,6/6/20 12:46,13.4,2.9
Cut deep,6/6/20 12:49,13.4,2.9
Cut deep,6/6/20 12:52,13.3,2.9
Cut deep,6/6/20 12:55,13.4,2.9
Cut deep,6/6/20 12:58,13.4,2.9
Cut deep,6/6/20 13:01,13.4,2.9
Cut deep,6/6/20 13:04,13.4,2.9
Cut deep,6/6/20 13:07,13.4,2.9
Cut deep,6/6/20 13:10,13.4,2.9
Cut deep,6/6/20 13:13,13.4,2.9
Cut deep,6/6/20 13:16,13.4,2.9
Cut deep,6/6/20 13:19,13.4,2.9
Cut deep,6/6/20 13:22,13.4,2.9
Cut deep,6/6/20 13:25,13.4,2.9
Cut deep,6/6/20 13:28,13.4,2.9
Cut deep,6/6/20 13:31,13.4,2.9
Cut deep,6/6/20 13:34,13.4,2.9
Cut deep,6/6/20 13:37,13.4,2.9
Cut deep,6/6/20 13:40,13.4,2.9
Cut deep,6/6/20 13:43,13.4,2.9
Cut deep,6/6/20 13:46,13.4,2.9
Cut deep,6/6/20 13:49,13.4,2.9
Cut deep,6/6/20 13:52,13.4,2.9
Cut deep,6/6/20 13:55,13.4,2.9
Cut deep,6/6/20 13:58,13.4,2.9
Cut deep,6/6/20 14:01,13.4,2.9
Cut deep,6/6/20 14:04,13.4,2.9
Cut deep,6/6/20 14:07,13.5,2.9
Cut deep,6/6/20 14:10,13.4,2.9
Cut deep,6/6/20 14:13,13.4,2.9
Cut deep,6/6/20 14:16,13.4,2.9
Cut deep,6/6/20 14:19,13.4,2.9
Cut deep,6/6/20 14:22,13.4,2.9
Cut deep,6/6/20 14:25,13.4,2.9
Cut deep,6/6/20 14:28,13.4,2.9
Cut deep,6/6/20 14:31,13.5,2.9
Cut deep,6/6/20 14:34,13.4,2.9
Cut deep,6/6/20 14:37,13.4,2.9
Cut deep,6/6/20 14:40,13.4,2.9
Cut deep,6/6/20 14:43,13.4,2.9
Cut deep,6/6/20 14:46,13.4,2.9
Cut deep,6/6/20 14:49,13.4,2.9
Cut deep,6/6/20 14:52,13.4,2.9
Cut deep,6/6/20 14:55,13.4,2.9
Cut deep,6/6/20 14:58,13.4,2.9
Cut deep,6/6/20 15:01,13.4,2.9
Cut deep,6/6/20 15:04,13.4,2.9
Cut deep,6/6/20 15:07,13.4,2.9
Cut deep,6/6/20 15:10,13.4,2.9
Cut deep,6/6/20 15:13,13.4,2.9
Cut deep,6/6/20 15:16,13.4,2.9
Cut deep,6/6/20 15:19,13.5,2.9
Cut deep,6/6/20 15:22,13.4,2.9
Cut deep,6/6/20 15:25,13.4,2.9
Cut deep,6/6/20 15:28,13.5,2.9
Cut deep,6/6/20 15:31,13.4,2.9
Cut deep,6/6/20 15:34,13.5,2.9
Cut deep,6/6/20 15:37,13.5,2.9
Cut deep,6/6/20 15:40,13.5,2.9
Cut deep,6/6/20 15:43,13.4,2.9
Cut deep,6/6/20 15:46,13.5,2.9
Cut deep,6/6/20 15:49,13.5,2.9
Cut deep,6/6/20 15:52,13.5,2.9
Cut deep,6/6/20 15:55,13.5,2.9
Cut deep,6/6/20 15:58,13.5,2.9
Cut deep,6/6/20 16:01,13.6,2.9
Cut deep,6/6/20 16:04,13.5,2.9
Cut deep,6/6/20 16:07,13.5,2.9
Cut deep,6/6/20 16:10,13.5,2.9
Cut deep,6/6/20 16:13,13.6,2.9
Cut deep,6/6/20 16:16,13.5,2.9
Cut deep,6/6/20 16:19,13.5,2.9
Cut deep,6/6/20 16:22,13.6,2.9
Cut deep,6/6/20 16:25,13.5,2.9
Cut deep,6/6/20 16:28,13.5,2.9
Cut deep,6/6/20 16:31,13.6,2.9
Cut deep,6/6/20 16:34,13.5,2.9
Cut deep,6/6/20 16:37,13.5,2.9
Cut deep,6/6/20 16:40,13.5,2.9
Cut deep,6/6/20 16:43,13.6,2.9
Cut deep,6/6/20 16:46,13.5,2.9
Cut deep,6/6/20 16:49,13.5,2.9
Cut deep,6/6/20 16:52,13.6,2.9
Cut deep,6/6/20 16:55,13.6,2.9
Cut deep,6/6/20 16:58,13.6,2.9
Cut deep,6/6/20 17:01,13.5,2.9
Cut deep,6/6/20 17:04,13.7,2.9
Cut deep,6/6/20 17:07,13.6,2.9
Cut deep,6/6/20 17:10,13.6,2.9
Cut deep,6/6/20 17:13,13.6,2.9
Cut deep,6/6/20 17:16,13.6,2.9
Cut deep,6/6/20 17:19,13.6,2.9
Cut deep,6/6/20 17:22,13.7,2.9
Cut deep,6/6/20 17:25,13.6,2.9
Cut deep,6/6/20 17:28,13.6,2.9
Cut deep,6/6/20 17:31,13.6,2.9
Cut deep,6/6/20 17:34,13.7,2.9
Cut deep,6/6/20 17:37,13.6,2.9
Cut deep,6/6/20 17:40,13.6,2.9
Cut deep,6/6/20 17:43,13.7,2.9
Cut deep,6/6/20 17:46,13.6,2.9
Cut deep,6/6/20 17:49,13.7,2.9
Cut deep,6/6/20 17:52,13.7,2.9
Cut deep,6/6/20 17:55,13.7,2.9
Cut deep,6/6/20 17:58,13.7,2.9
Cut deep,6/6/20 18:01,13.6,2.9
Cut deep,6/6/20 18:04,13.7,2.9
Cut deep,6/6/20 18:07,13.7,2.9
Cut deep,6/6/20 18:10,13.7,2.9
Cut deep,6/6/20 18:13,13.7,2.9
Cut deep,6/6/20 18:16,13.7,3
Cut deep,6/6/20 18:19,13.7,2.9
Cut deep,6/6/20 18:22,13.7,3
Cut deep,6/6/20 18:25,13.7,2.9
Cut deep,6/6/20 18:28,13.7,3
Cut deep,6/6/20 18:31,13.7,2.9
Cut deep,6/6/20 18:34,13.7,2.9
Cut deep,6/6/20 18:37,13.7,2.9
Cut deep,6/6/20 18:40,13.7,3
Cut deep,6/6/20 18:43,13.7,2.9
Cut deep,6/6/20 18:46,13.7,2.9
Cut deep,6/6/20 18:49,13.7,2.9
Cut deep,6/6/20 18:52,13.7,3
Cut deep,6/6/20 18:55,13.7,3
Cut deep,6/6/20 18:58,13.7,3
Cut deep,6/6/20 19:01,13.7,2.9
Cut deep,6/6/20 19:04,13.7,3
Cut deep,6/6/20 19:07,13.7,3
Cut deep,6/6/20 19:10,13.7,2.9
Cut deep,6/6/20 19:13,13.7,3
Cut deep,6/6/20 19:16,13.7,2.9
Cut deep,6/6/20 19:19,13.7,3
Cut deep,6/6/20 19:22,13.7,2.9
Cut deep,6/6/20 19:25,13.7,3
Cut deep,6/6/20 19:28,13.7,3
